Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"Only request is for a collapse keyboard button. Sometimes buttons like that are just needed.
",1,434,"[0.034800242027551595, 0.18725714335410823]",2,0.00014016655654856925,0.00018286230193406504,0.9991863368122381,9.415438599362155e-06,0.00021262637635979242,6.892363052272124e-05,4.08817285662206e-05,1.1624044064639186e-05,4.5560357383189134e-05,9.60120994487364e-05,5.5906543349490295e-06
"Time for more themes thank u
",1,435,"[0.5517229407888238, 0.03307821500233376]",10,2.318332942988026e-06,2.8892911865894697e-06,7.920031418897649e-06,2.947630637996985e-06,1.1045657574551624e-05,5.985262706170974e-05,5.0581375328672416e-06,8.537335338257865e-06,3.0713743845152724e-06,4.095434008885315e-05,0.9998554052418327
"Love it, all it needs is more themes.
",1,436,"[0.5731872845399963, 0.05824336070732139]",10,2.9012882039886648e-05,3.496449342290905e-05,9.612052772644575e-05,3.366778020235042e-05,0.00012321145806063068,0.0006000194672179751,5.737622064588945e-05,9.191304493338617e-05,3.597685927018276e-05,0.0005415969730893555,0.9983561402933909
"I'll give 5 stars when the Jellybean issue is fixed.
",1,437,"[-0.0805975531859964, -0.06314682833888512]",6,0.00029783044021435966,0.0024473526362371687,0.0007741097196834374,0.004659650063732183,0.018499729305251074,0.0005449335306863282,0.8674079023077653,0.0015973823795228145,0.10366262171409792,7.691283104972235e-05,3.15750717599104e-05
"I want to see performance increased for the Samsung Galaxy S3.
",1,438,"[0.12407507438037299, -0.033329790264484925]",4,0.0009698066184963967,0.002700574127572057,0.0077597626926196595,0.0033010549876476363,0.49305671001815243,0.4473249591938571,0.019729705190511912,0.016488574711958352,0.005074494487960778,0.00235635038316219,0.0012380075880612205
"All the app really lacks is more themes.
",1,439,"[0.41546463037520187, 0.0390179612220134]",10,0.0007057893834789917,0.0009566052636312102,0.003291819992000399,0.0008920186488734664,0.005297746709243726,0.061927673434917216,0.0018426116590069478,0.0029998049257370573,0.001021382500393825,0.018786434722170967,0.9022781127605461
"Good keyboard but, can we disable the prediction?
",1,440,"[-0.11632885703053812, 0.11063075037692867]",1,0.00917558048445748,0.9544337759960803,0.014576317569259504,0.0005681166241232049,0.005102311882651079,0.0005017811717295385,0.0031580500343071933,0.0003335697650851931,0.011846549733331387,0.0002571377084429015,4.680903053235157e-05
"Once the swype features are added it'll be unrivalled!
",1,441,"[0.17641978080286355, -0.04585764226910573]",5,0.00010362823381667031,0.00024269634736792832,0.0007248431983980974,0.00034948338962592006,0.012286131658467597,0.9814549274289143,0.0014004721874640116,0.002274435466998459,0.00041701778557264306,0.0004109127386036872,0.00033545156477083964
"Just wish you had more themes or ability to make a custom theme.
",1,442,"[0.5197252355092872, 0.050138654800022844]",10,3.1502712109443064e-07,3.9252171571576084e-07,1.1535468812240603e-06,3.7654559153570425e-07,1.5705291165241251e-06,9.522533367856105e-06,6.763334819516429e-07,1.100502568094091e-06,4.0861338275520604e-07,6.833968634265387e-06,0.999977649878139
"I dont know what the dev thought when he decided to ask for email and facebook access (major security concern).
",1,443,"[-0.0058629619968173724, -0.09968760674309841]",6,0.0003379751977695937,0.0016344380230784228,0.0012389709651123083,0.009862339114205821,0.1377122103562259,0.0030440817498136124,0.8164662577669142,0.015961470801221084,0.013436429103225001,0.00019825445392585814,0.00010757246850830967
"The app is supposed to allow y to delete mistaken words you don't want in the language model.
",1,444,"[-0.14520224584977331, -0.25067671638402167]",3,1.1821959281068049e-05,4.5159085591317514e-05,1.772725439007667e-05,0.9976684807010308,0.0001182875497898908,2.5993249738074818e-05,0.0011955348276551845,0.0004224203173374957,0.00048702728340171,4.346459042534594e-06,3.2013127419378286e-06
"I press and hold the prediction, and there is no option to delete! It's really annoying because common typos then become predictions
",1,445,"[-0.1401908289266097, -0.1312315405456345]",6,0.000747919896917342,0.004688277738933861,0.0011903296573490252,0.16682134832594075,0.010576383812523314,0.0010286151683294939,0.48274750068208067,0.006695701726894942,0.3252336506439005,0.00017808161592859813,9.21907312013391e-05
"After reboot im locked back into the Samsung keyboard, help me it is already set for default
",1,446,"[-0.20680822823568581, 0.26857163882328505]",0,0.9981087283130058,0.0014394688267491778,0.0002661912669771102,1.103981807499347e-05,3.758332675276119e-05,1.1059534417511015e-05,2.8477897086546966e-05,6.804891491966749e-06,7.390818254594212e-05,1.4568508619191892e-05,2.1694342790756814e-06
"But the only downside is that since jellybean update its constantly ""forget"" the default keyboard selection...
",1,447,"[-0.1374654340999221, 0.23758947520574944]",0,0.9494723696260525,0.035075835212137516,0.012386956454127348,0.00014311576188707115,0.0007796804058280565,0.00019780211826997767,0.00045733142510824077,9.90804345279543e-05,0.0011016009512568347,0.000255026271179453,3.1201339625113495e-05
"Overall product quality is very good except it's user defined library doesn't work with whatsapp.
",1,448,"[-0.08213195664169189, -0.1384944652047127]",6,5.328167560131539e-05,0.00029133172806353056,0.00011574467765591251,0.015184069201694626,0.0021057544357242176,0.0001569544058807219,0.9727468196935674,0.0016010660020547944,0.007715279428936527,1.8961532029979595e-05,1.0737218790978347e-05
"Because of whatsapp issue I can just give 3 stars...
",1,449,"[-0.06617252404147599, -0.10833344930293315]",6,2.1762409981107722e-09,1.3063049584152978e-08,5.533311373494687e-09,1.541093540823407e-07,1.5855440775919446e-07,6.963905246952376e-09,0.9999992821246351,4.4542700124269e-08,3.317550247358187e-07,7.791493537082902e-10,3.982218029157278e-10
"My only concern is that when entering emails the app needs to recognize that you are doing so and needs to adjust accordingly (eithout automatically spacing after periods, auto capatilizing letters for certain email addresses).
",1,450,"[-0.06253400808457957, -0.0604677186223341]",6,0.00029008175326161246,0.002194779417225948,0.0008788200267718559,0.003973518150826694,0.03455182412372207,0.0007059755341144562,0.9072488097452845,0.001894878176904249,0.048137885363776466,8.751726965381883e-05,3.591043845823907e-05
"But really bad performance on 4.1.
",1,451,"[-0.10242347555727817, -0.0644486636654758]",6,0.00041726940756263523,0.003764469848917112,0.0009050252291002251,0.006959231629988648,0.013216551691538403,0.0005493863889124167,0.5207263790082575,0.0016862004813181974,0.4516490993361021,8.974466854409809e-05,3.664230975857978e-05
"Hangs often and really slow button response.
",1,452,"[-0.09086401787038888, 0.10805364494687639]",1,0.026650917735029683,0.78591363194882,0.09561124546680165,0.0022402682222545664,0.030555499361213666,0.0025949034333945906,0.01394684283834319,0.001490249013101398,0.03954371158007131,0.0012390549909984745,0.00021367540997159612
"The only issue I have is that it is slow to start up at times in most apps.
",1,453,"[-0.05407905325799478, 0.05020618708223603]",4,0.015654108329746737,0.18988878808670023,0.10055922703361059,0.008905638113843806,0.4008616011026411,0.010828501595825506,0.10337480214566042,0.006777407569331486,0.15993087200107228,0.0026359806358109304,0.0005830733857567616
"Please fix the slow start up times and this is a perfect keyboard!
",1,454,"[-0.08431564814122378, 0.3324933691701432]",0,0.773557548639738,0.04571980710858659,0.15295929427449723,0.001156977079020699,0.006348516005119126,0.0026681982184367623,0.0031875957700615875,0.0009931693116988422,0.005479125728655381,0.007356031727139219,0.0005737361370464242
"I love this keyboard but have started having an issue after upgrade to Jelly Bean.
",1,455,"[-0.22668015783105327, 0.3136099052646563]",0,0.9827125380305699,0.01101203630070867,0.0035046045906428195,0.00018071934851235328,0.0005471904362069924,0.00018843329970397437,0.0004209488492611749,0.00011499568952652043,0.000988500698312025,0.00028720208887627984,4.2830667679171644e-05
"The Predictions row gets turned off each time I wake the screen if the keyboard was open when the screen goes to sleep.
",1,456,"[-0.18435223474328297, 0.060826466264184316]",1,0.007286501444987498,0.8696460152966746,0.004509118704715919,0.0017269536128573966,0.004825023387254391,0.0005206499954146879,0.00777716858187231,0.0006153729271471957,0.10281168754464104,0.00022420637545054944,5.730212898454249e-05
"If I close the keyboard and reopen, predictions come back.
",1,457,"[-0.2006041020269756, 0.07948741485145475]",1,0.005680146895282135,0.9592472236135198,0.002325174790416854,0.0007200829029219582,0.0018603834272972605,0.00023772749698545,0.0027382276445938785,0.00026571618337574947,0.02677959312245647,0.00011698721462446415,2.8736708525963937e-05
"Let's get some more themes now! ;-)
",1,458,"[0.5537087124260294, 0.03379855160776717]",10,2.975693702294929e-06,3.7023062147397867e-06,1.0131897182393704e-05,3.7720946666113026e-06,1.4077755396713774e-05,7.563535068555478e-05,6.462640219105437e-06,1.0888623217328472e-05,3.931266862261753e-06,5.2442380962123376e-05,0.999815979990891
"but now that i use voice input, there is no easy way of inserting a full stop.
",1,459,"[-0.11883260542226408, -0.12869197501953672]",6,0.0003575941043192632,0.002215014903314691,0.0006431007638058106,0.07827183342307285,0.007429095697313863,0.000620745099955847,0.7787774332088478,0.004377721150709735,0.12716163076735232,9.576908090454094e-05,5.0061800403328225e-05
"add a feature so that while talking to the mobile, there is another button beside the mic icon to insert a fullstop and you willl get your 5 stars back!
",1,460,"[-0.005624207796371594, 0.00759214876415038]",4,0.0005334094794080122,0.003295014744127815,0.00415882812804604,0.0010303674834411204,0.9607216980089772,0.002147348631442535,0.019008641257756774,0.0012300594411238052,0.007569857211386303,0.0002374964852529297,6.72791290374552e-05
"Certainly the best for typing, the only thing I would like you to improve in a upcoming update is maybe a few more themes?
",1,461,"[0.18574447451601192, 0.18277215098933125]",9,0.008344422059286604,0.009748795119273977,0.17404982188295434,0.0022912320820713465,0.04081484010274717,0.09766909384213042,0.007607494457491048,0.0045203927931699505,0.005597021954618911,0.6404616365665897,0.008895249139666538
"As petty as it sounds I would love a red keyboard to match the rest of my phone's theme and case!
",1,462,"[0.17091028787588325, 0.2861747103153196]",9,0.005621859542445674,0.004115272805604767,0.07288357449060572,0.000660919356987661,0.006719071420056415,0.009413247538454194,0.0018875485372463383,0.0010303362024705568,0.0017435354038786233,0.8935525672016226,0.0023720675006275883
"All we need is Chinese input (I prefer strokes)
",1,463,"[0.11677906731783787, -0.1802829627927988]",7,0.0003363056856698841,0.0009448533791668261,0.001226284482616448,0.00822028906443341,0.026256866225473508,0.02156326708864043,0.019783451638899486,0.917320789557274,0.0031794923646491823,0.0005221059809466745,0.0006462945322300867
"No word prediction in various browsers.
",1,464,"[-0.12237932069971498, -0.245549303856369]",3,2.9500294765328007e-07,1.135103128109337e-06,4.783047370510368e-07,0.999922433734558,3.6893973036435378e-06,7.800737549940525e-07,4.2347156441340296e-05,1.6239164556065228e-05,1.2395435834328789e-05,1.1794484343628871e-07,8.86818952225171e-08
"No dedicated # row option either.
",1,465,"[0.0739642358145188, -0.027986777783751488]",4,0.00010881138516845637,0.0003812891271711328,0.0008794796927292231,0.0003984623686567168,0.9855396066425942,0.0063167583254672395,0.003984415593505239,0.0013316422057724514,0.0008520180641350687,0.00014667609071642587,6.0840504083534896e-05
"If only you can move cursor by sliding finger accros the keyboard, not with arrows.
",1,466,"[-0.02994697360065083, 0.1423516719825429]",2,0.01233807866768887,0.046962418205923166,0.9035071372266712,0.0008127511635638829,0.02007096918782397,0.002483418608469325,0.004504000144054349,0.0007716255388944784,0.0068000001888106456,0.0015681315103681169,0.00018146955773211374
"It's been MONTHS since hundreds if not thousands of users faithfully and trustingly waiting for the additional of Chinese language support.
",1,467,"[-0.02390800801444014, -0.30844426514375944]",7,0.0007072080733352825,0.0021385665189821734,0.0014076907270754574,0.42091330711334374,0.011921423302967632,0.00453624897690023,0.05182238260541843,0.4936633024874965,0.011861788625534685,0.0004955260325839974,0.0005325555363618317
"But with more languages added,Chinese never made the list.
",1,468,"[0.06369437243501759, -0.3540950157480068]",7,0.0008128916007854827,0.0020729801217452557,0.0017694419276970878,0.07092529547725802,0.012734493488875275,0.008809776280075668,0.027601014442356898,0.8653985186972356,0.007766731760036646,0.0008410842005775156,0.0012677720033563782
"SwiftKey makes my typing hella fast and easier but there need to have a Chinese input..
",1,469,"[-0.07175226817685043, 0.10483094317111953]",1,0.03496372728424124,0.5575494438564608,0.23317743940569677,0.003860029059151391,0.07455539858759318,0.0055866266422558665,0.02594440598595342,0.0028395221265777168,0.05863211132683514,0.0024782350371118536,0.0004130606881225438
"1 suggestion, pls add more theme for this app
",1,470,"[0.50188872885292, 0.07520017767609449]",10,1.9025849398547868e-05,2.327649263563263e-05,7.3077155396295e-05,2.0496964976498005e-05,9.254542331000825e-05,0.0005773514363692107,3.813545473760872e-05,5.836725701242316e-05,2.3358906050672253e-05,0.0005221505067197034,0.9985522145533935
"If they could integrate a bit of slide like FlexT9 it would be unbeatable.
",1,471,"[0.16669680532784475, -0.053709310784426506]",5,0.00025502309411311704,0.0006205182087474584,0.0017266752241566125,0.0009781233604965948,0.03710483737427247,0.9456456057434479,0.004090519416074268,0.006844038962398268,0.0011348820307957007,0.0008826646150145338,0.000717111970483265
"Auto correct and predictions only work on few apps for jelly bean.
",1,472,"[-0.18991072823406782, -0.17933533697869541]",3,0.0011228743687617352,0.005521625246718263,0.0014185518618995833,0.7415072392150994,0.007916441732569921,0.0012783637511095908,0.10384101546104901,0.00947208703248089,0.127506361234913,0.00026319201879206836,0.00015224807660617177
"Can't even get it for the default browser.
",1,473,"[-0.039654174520727954, -0.09131837208990023]",6,3.0406749731741055e-05,0.00017652811673971922,9.597912600280603e-05,0.0009660559486891397,0.00579925547248021,0.00013873253224409136,0.9895855223516603,0.000638791091945045,0.002549603018243165,1.2834747724155666e-05,6.290844539476512e-06
"Also, when I have the keyboard enabled, it for some reason disables the handwriting feature in the Samsung Keyboard for the Note 2
",1,474,"[-0.17336322243498317, 0.24581677815805314]",0,0.9976480175099183,0.001876171349255087,0.0003232993194472525,8.005482531896027e-06,3.383550097086521e-05,8.961161854825494e-06,2.320177590582518e-05,5.115650361561582e-06,6.059721436667499e-05,1.1240945030134441e-05,1.5540903575316247e-06
"I like this a lot more than the standard key pad thing, would get 5 stars if you added swype.
",1,475,"[0.20819188468911853, 0.27571815158731583]",9,0.0006034386565275184,0.0004873731697114921,0.006515820520061837,9.917932791677184e-05,0.0009841216951997447,0.0018125914894172623,0.0002743715127190751,0.00016760652977086245,0.00023668072926985817,0.9882787839998992,0.0005400323695062054
"More themes!
",1,476,"[0.5645265496654744, 0.011860310408555765]",10,1.3493808853425178e-05,1.7029677899893632e-05,4.46364431169182e-05,1.845199500629577e-05,6.5119957906869e-05,0.00034095797206032136,3.0823065982865296e-05,5.423255423222714e-05,1.8563655292434195e-05,0.00020566795426701982,0.9991910229153816
"I can download any language except for English.
",1,477,"[-0.05999395420389386, -0.32548682813319013]",3,0.00077587168027381,0.0023478284100728677,0.001391517083299591,0.740701690250524,0.009942735940077116,0.0036398970470544047,0.04686994271749543,0.17985652608229424,0.01351154099778123,0.00047580026785293863,0.0004866495232742654
"**still not saving any new words!!
",1,478,"[-0.07236757862238694, -0.23132270627755455]",3,6.941095149063567e-05,0.0002663782997593023,0.00013515598167342265,0.9624457666577667,0.0014916078075078616,0.00029195048275414105,0.0202356380570496,0.012310780081108684,0.002692200175820154,3.4148328294263945e-05,2.696317677528873e-05
"Seems to have totally forgotten a lot of my saved words.
",1,479,"[-0.15247545787090183, -0.22578780346260277]",3,2.12245011718119e-05,8.796682105446157e-05,3.126628449201264e-05,0.9951291869580866,0.0002130034613699978,4.0767013553810314e-05,0.0027103789768282392,0.0005458939482231349,0.001208532343100095,6.997025130234118e-06,4.7826669895326825e-06
"Also if I type too fast it just deletes the word and I have to type it again.
",1,480,"[-0.2083905320945016, 0.007556359533596791]",8,0.004604631397877485,0.10437364997245469,0.003282617868241211,0.005227080375314475,0.006358991863323929,0.0007052728877650905,0.019574087302071642,0.0012309656012737904,0.8543100176218481,0.0002525021071360305,8.018300269355106e-05
"Changed to three stars because it loves the battery.
",1,481,"[-0.016425929793925154, 0.01879268362239323]",4,0.001808942666429528,0.012588264934482975,0.014314538284861424,0.0026239365576730235,0.8916834660026633,0.004819793204564536,0.0441187706132201,0.0027641359457720857,0.024446059915091592,0.0006590996602057741,0.00017299221503568545
"Cut my S III's battery time almost in half.
",1,482,"[-0.13518710446127388, 0.010649862845137527]",8,0.0024059416831272,0.06262543216291999,0.0037927758576597912,0.003245304797688185,0.01312073451039166,0.0007653922879933874,0.03216192953181187,0.0011084939829661034,0.8804994285207112,0.0002120431535574045,6.252351117326479e-05
"PLZ make more themes n can u make the key board look like adapt keyboards plz make the key board respond faster
",1,483,"[0.28168961564052397, 0.342914898181181]",9,0.00041009018389539804,0.0003025985044753939,0.0021214480109402814,7.854735894379452e-05,0.0005222934701748663,0.0010639315550899457,0.00018453885011245636,0.00013134129126965525,0.0001611929080085234,0.9942143184430274,0.0008096994240621997
"EXELENT BUT NO WWW
",1,484,"[-0.038200300477085655, -0.23932743790316063]",3,0.0003718957018647436,0.0013308919486182227,0.0007975047986310419,0.657550038894455,0.009943883173688519,0.002262768540627922,0.08945266089546168,0.22727828977838155,0.010595350999696173,0.00022273969649513873,0.00019397557208008088
"My only gripe is that when I hit close to the 'i'  key I sometimes hit the 'u' key instead,  and i never use u for you so this bothers me.
",1,485,"[-0.09389800140304458, 0.10120955093832822]",1,0.022957157800062748,0.8036065541553332,0.07477813382045603,0.0023196672431244868,0.030851327145226873,0.0024633020147200933,0.014969296709029781,0.0014955354050395955,0.045243135720866065,0.0011152172527154358,0.00020067273342579248
"It doesn't support one hand operation which is so essential for the giant screen of Note 2.
",1,486,"[-0.055417760060496556, 0.053579502669833426]",4,0.017123179478415802,0.21395891240179904,0.11068417382676309,0.008830848829332445,0.37098440903433716,0.010848075416420976,0.0983193658369377,0.006684493101375824,0.15922424370164545,0.0027460214030752355,0.0005962769698973353
"I use the swipe on android and this keyboard  dont have it
",1,487,"[-0.10020732544182705, 0.28725606670211096]",0,0.8776709904978806,0.03369896006610212,0.07810901106711209,0.0004619359813978079,0.002733089801357198,0.0009245995717016187,0.0013833341319433863,0.00037165893929174705,0.002640138999288498,0.0018388805519119705,0.00016740039201290424
"I don't like how laggy it can be sometimes.
",1,488,"[-0.01467833461784151, -0.05704613720550263]",4,0.0005078653510720903,0.0029174164360177206,0.0022153274766555237,0.0051295734914295005,0.5828271232128329,0.00309219168312322,0.37624527536170016,0.005955589603975813,0.020758328389447054,0.00024678087835598077,0.00010452811539002242
"It is especially bad when I switch between numbers/symbols and letters.
",1,489,"[-0.132522296657542, -0.021206228813742938]",8,0.00020358225072550107,0.0032251886852636964,0.00034236504391504935,0.0007581205562263838,0.001975668246260562,0.0001066763081316199,0.01052085333276716,0.0002069295004801008,0.982627393052397,2.483352291613243e-05,8.38950091677288e-06
"I also have speed issues when I'm touch typing like I would on the normal android keyboard.
",1,490,"[-0.18929359119694486, 0.1712773016195945]",1,0.07015551505880914,0.9198356483123239,0.004315944923489724,0.0002516196547043876,0.0009632238559117967,0.00018111410980525258,0.0008221407395837558,0.00013237479742622015,0.0031696552694772573,0.00014669561232569657,2.6067666142867843e-05
"But PLEASE add swipe right as a redo. (swipe left deletes a word,  so swipe left undoes that deletion).
",1,491,"[-0.023058160383144666, -0.055669535505305866]",6,0.0005702463516893808,0.0034662762314013533,0.00237106496359197,0.005782018423541768,0.429429537366019,0.00287325711856159,0.5213005592722156,0.00574898403132437,0.02810090992200328,0.0002522652332203882,0.00010488108643134995
"I often find myself accidentally deleting words...
",1,492,"[-0.1489390194897784, -0.15765537801329566]",3,0.0007316888342042919,0.004008022984038378,0.0011075089387186047,0.5641683368510475,0.008809489439432142,0.001076457026440692,0.2597851279843796,0.008746576236148922,0.15127305722422096,0.00018814046236666524,0.0001055940190022352
"Its take so much time for pop up and its typing speed is slow
",1,493,"[-0.13064191931255809, 0.08291333898747458]",1,0.0060998755261200644,0.9429691034298062,0.008066663995980557,0.0008570820171533926,0.006069108305639402,0.0005145056166062287,0.0052146459545862715,0.0004297553078552262,0.029510810779359777,0.0002213194828957247,4.7129583997346435e-05
"The predictions don't show up and it won't auto correct my words.
",1,494,"[-0.15016638854144645, -0.2671477275142158]",3,4.930091096571428e-05,0.00017958562135908924,7.238327082248198e-05,0.9918304109789535,0.00045007330280237345,0.00010841230763681222,0.0038191030840971025,0.001761737351476311,0.0016961783119145474,1.862712147588006e-05,1.4187738496101814e-05
"My version has a few misspelled words that it automatically displays in the predictions window. Cannot edit the dictionary to remove them.
",1,495,"[-0.15168445717850979, -0.2377446938578745]",3,1.6125444878901905e-05,6.421684010712195e-05,2.3752870908860124e-05,0.9966736229441908,0.00015796869945975057,3.239459581192651e-05,0.001775694102772443,0.00046507590622760285,0.0007816851050078005,5.546459078026305e-06,3.9170315566142146e-06
"SmartSpace is terrible, unadjustable, and too invasive.
",1,496,"[-0.05378418103950308, -0.08141397915962664]",6,3.0273968525250153e-05,0.000196292309673493,9.05869081203324e-05,0.0007779767893739693,0.004198419963174285,0.0001009980744888077,0.9903802276662772,0.0003871726283336973,0.003822222165355776,1.0852770117254043e-05,4.976756559892989e-06
"FYI: SwiftKey doesn't like the Moto LapDock at all.
",1,497,"[-0.16023256854889686, 0.12438968293899681]",1,1.2252783013155051e-05,0.9999715885360735,4.9365242560850175e-06,3.462847833989861e-07,1.7055312488246428e-06,2.2562872508247512e-07,1.470240568548758e-06,1.7514856076285176e-07,7.137681463503873e-06,1.3557291969537857e-07,2.606838737292199e-08
"Certain behaviors like automatic spacing after periods are a pain in the @$$ when trying to type in my email address that has periods in it.
",1,498,"[-0.12376012715401127, -0.06964717914744271]",8,0.0002133587278076309,0.0019906525901525144,0.0003874149614368534,0.004162921531826341,0.003900198597818978,0.00021861572969820843,0.11908154261733916,0.0007198862237847945,0.86926884175123,4.0004583894622226e-05,1.6562685010899937e-05
"An option that disables automatic spacing after punctuation is necessary.
",1,499,"[-0.0680891618491953, -0.1305239565795204]",6,1.0209517591692196e-05,5.572038439103322e-05,2.429695347161334e-05,0.0017307802356999378,0.0005699491279550698,3.5418501405593645e-05,0.9959684282108761,0.00034352102148122897,0.0012555882504300436,3.902895328237197e-06,2.1849013693749296e-06
"I would also like to see an option to edit the personal dictionary.
",1,500,"[0.13507896225510121, -0.14732191768433683]",7,0.0012541144177859625,0.0034222383035446024,0.005308236898839966,0.0178412070905101,0.13183493271377858,0.17139332564317908,0.05531302036191766,0.59853580160864,0.009915656275838998,0.002363980653110635,0.0028174860328543296
"Its a great keyboard however I wish it suppoerted the samsung swipe.
",1,501,"[-0.003914400745174894, 0.33776297100922]",2,0.22442311066417056,0.04967033510563487,0.6341111126197461,0.0023204146223489014,0.016270011809088065,0.00886241050448653,0.006592441088014339,0.0023850001736882382,0.009239206744940777,0.044158706108226184,0.001967250559655448
"As mentioned in title, please consider to add numeric key at top row, this will significantly improve the typing speed
",1,502,"[0.007257555450467793, 0.1485014511583978]",2,0.0019525861168903985,0.004712249098986939,0.9834684728311164,0.0001795294746096248,0.005756799586984854,0.0009458764998087129,0.0009503218950413753,0.00020390484948113534,0.0011176491721224097,0.000651524295050706,6.108617990721455e-05
"Bug: when typing words beginning with a capital letter on Firefox, that word won't be written
",1,503,"[-0.18939732763183176, -0.019198215392672666]",8,0.00034293481360507874,0.0058076316535193,0.00032915671884203043,0.0009437997424517881,0.0009636444968138743,9.132134747985292e-05,0.004394079706407729,0.00018908679208871768,0.9869013870329554,2.7499063359677834e-05,9.458632476751704e-06
"And plz provide new themes.
",1,504,"[0.5765363791523336, 0.026249452761916824]",10,2.3389091267808445e-05,2.897234788000927e-05,7.627237825643848e-05,3.030408595488093e-05,0.00010604801427368122,0.0005264082514109761,5.052285473455606e-05,8.609268395031782e-05,3.098287460933568e-05,0.0003699040521061677,0.9986711033655559
"Sometimes the auto predict won't even come up when you're texting/typing.
",1,505,"[-0.22567088220603546, -0.08187616676806261]",8,0.001895155615579144,0.01506266270606537,0.0017301891771509205,0.02593826768694369,0.005892247944699096,0.0007752623629083549,0.04219782125283941,0.002507141708880536,0.9036894347353387,0.00021841864717586613,9.339816241895708e-05
"Some of the minor problems I have with it are the fact that the keyboard wants to insert an I if you hit enter after a period.
",1,506,"[-0.15078308023373382, 0.153063830565793]",1,0.0072365062854480135,0.9889009427195847,0.00198109085929098,6.85897325270781e-05,0.00038035636145355664,5.863287844188149e-05,0.0002734238474203637,3.889622752936251e-05,0.001012059075318352,4.2362070125550026e-05,7.139942859977532e-06
"I like the fact that it can predict my words but I rarely start a sentence with I.
",1,507,"[-0.03751774555540465, -0.19890786948810404]",3,0.00048133763537491867,0.001916054026616668,0.0011207118982696576,0.4402658897483217,0.0194647376928433,0.0029697599027071436,0.33952393317552926,0.17501747191865208,0.01876282219273389,0.00026998204372524623,0.00020729976522630418
"Also some of the words it will allow me to type and won't correct are some of the most mispelled words, although there are only a handful and the keyboard will learn which words you use and don't.
",1,508,"[-0.21261668222331825, 0.03892837254971473]",1,0.013500090842637258,0.5167617549991748,0.007398593852346955,0.005962373292874719,0.009834196898157241,0.0011859030129216786,0.021608499123633038,0.0017118785181419263,0.4214032116285137,0.0004922913216194228,0.00014120650997934375
"I love this keyboard, but since updating to 4.2.1, I've got performance issues.
",1,509,"[-0.17695843459537938, 0.29189911910814426]",0,0.9996415276767923,0.0002240879509169061,9.231342008257822e-05,2.367775333994325e-06,9.275471356788977e-06,2.9787685108033524e-06,6.237260131105504e-06,1.6042708464148528e-06,1.4327297078338207e-05,4.679825697944177e-06,6.002832529602972e-07
"First, the keyboard takes too long to show up  second, the keyboard lags when typing rapidly (it used to be buttery smooth).
",1,510,"[-0.11110891125846879, 0.2922851035719609]",0,0.935312320294131,0.021367930696759085,0.037039602244295484,0.00028794772551617376,0.0015864702077407757,0.0005394791602228794,0.0008406804846773809,0.00022642473450374653,0.0016421772700536863,0.0010561660951393312,0.00010080108696016692
"Would have been great to receive the incompatibility warning PRIOR to paying.
",1,511,"[0.0015883419414019426, -0.19068402180236665]",7,0.00045331240429705307,0.001688279750283303,0.0012301222989022855,0.09970822344448829,0.02880478109706946,0.004763404371148373,0.21787827533556006,0.6325813412833102,0.012304419970143072,0.00032230514044161667,0.000265534904356247
"The auto space after a full-stop is ridiculous. Allow the option to turn it off.
",1,512,"[-0.0877473939027891, 0.0007138764239248451]",8,0.004491267342456542,0.0645787703364422,0.01306853570553107,0.009445718313737318,0.12410098461022946,0.0034942618717480186,0.1967771938129149,0.004540675903449585,0.5785774710245918,0.0007117782650748997,0.0002133428138241519
"It keeps inserting words I don't want.
",1,513,"[-0.17712163595160577, -0.17998654178841114]",3,0.0007401772143114999,0.003653974038321779,0.000987585825712412,0.7980545783526632,0.006063766182708783,0.0009425722576757413,0.09310208351753335,0.0076246334358925525,0.08853930325118355,0.00018371832139764863,0.00010760760259952552
"Limited dictionary.
",1,514,"[0.03519300892295266, -0.286382207959764]",7,9.601516095042574e-05,0.00027915762094857173,0.00022534696599974988,0.017035335924109028,0.0023627719496607837,0.0011078272605187737,0.006966417319817436,0.9704154249975417,0.0013180932876198184,8.74974549461327e-05,0.00010611205788763063
"Costs me way more effort than the std keyboard because I have to go back constantly to correct.
",1,515,"[-0.1839859470018696, 0.19097885315085514]",1,0.3583207960218665,0.6219886263595324,0.01032032097022989,0.00044059394053309344,0.0017789896666722419,0.00036542241170914904,0.0014005715303333898,0.00024667174330251574,0.004751080084781319,0.00033208909808914226,5.483817295033248e-05
"Just little niggles like not working correctly in Chrome like user name and captchas.
",1,516,"[-0.08732100523942149, -0.06300574739854621]",6,0.0003566860329002057,0.0030348231263273126,0.000878064580486549,0.005613541094051776,0.017797403650232975,0.0005846268608504127,0.7993480784613485,0.0017292969594949208,0.17053541018167712,8.66559130852594e-05,3.5413139544952296e-05
"Emoji support would be awesome please.
",1,517,"[0.171218906914894, -0.09941778276320978]",5,0.0008922827271171559,0.0022009329457640626,0.004739063817900916,0.0056803176143351,0.09500032576386673,0.7927369170986418,0.019619735255808023,0.06873987457893915,0.004763709208682393,0.002592264310025255,0.0030345766789196837
